m_ratings,teams,date
860,East Africa,1995-07-11
706,Bangladesh,1995-07-11
1188,England,1995-08-11
1156,India,1995-08-11
1109,West Indies,1995-08-11
1100,South Africa,1995-08-11
1090,Australia,1995-08-11
1068,Pakistan,1995-08-11
1035,ICC World XI,1995-08-11
1030,Africa XI,1995-08-11
1012,Bermuda,1995-08-11
1011,Papua New Guinea,1995-08-11
1007,Afghanistan,1995-08-11
999,New Zealand,1995-08-11
993,United States of America,1995-08-11
989,Ireland,1995-08-11
981,Scotland,1995-08-11
968,Kenya,1995-08-11
965,Asia XI,1995-08-11
963,Sri Lanka,1995-08-11
962,Oman,1995-08-11
958,Netherlands,1995-08-11
958,Nepal,1995-08-11
946,Namibia,1995-08-11
942,United Arab Emirates,1995-08-11
936,Hong Kong,1995-08-11
898,Canada,1995-08-11
883,Zimbabwe,1995-08-11
860,East Africa,1995-08-11
705,Bangladesh,1995-08-11
1180,England,1995-09-11
1144,India,1995-09-11
1103,South Africa,1995-09-11
1095,West Indies,1995-09-11
1095,Australia,1995-09-11
1046,Pakistan,1995-09-11
1035,ICC World XI,1995-09-11
1030,Africa XI,1995-09-11
1012,Bermuda,1995-09-11
1011,Papua New Guinea,1995-09-11
1010,New Zealand,1995-09-11
1008,Afghanistan,1995-09-11
1000,Sri Lanka,1995-09-11
993,United States of America,1995-09-11
988,Ireland,1995-09-11
981,Scotland,1995-09-11
968,Kenya,1995-09-11
965,Asia XI,1995-09-11
962,Oman,1995-09-11
958,Netherlands,1995-09-11
958,Nepal,1995-09-11
946,Namibia,1995-09-11
941,United Arab Emirates,1995-09-11
936,Hong Kong,1995-09-11
898,Canada,1995-09-11
880,Zimbabwe,1995-09-11
860,East Africa,1995-09-11
705,Bangladesh,1995-09-11
1172,England,1995-10-11
1133,India,1995-10-11
1124,South Africa,1995-10-11
1112,Sri Lanka,1995-10-11
1100,Australia,1995-10-11
1073,West Indies,1995-10-11
1036,ICC World XI,1995-10-11
1030,Africa XI,1995-10-11
1021,New Zealand,1995-10-11
1012,Bermuda,1995-10-11
1011,Papua New Guinea,1995-10-11
1008,Afghanistan,1995-10-11
1001,Pakistan,1995-10-11
993,United States of America,1995-10-11
988,Ireland,1995-10-11
981,Scotland,1995-10-11
967,Kenya,1995-10-11
964,Asia XI,1995-10-11
962,Oman,1995-10-11
958,Netherlands,1995-10-11
958,Nepal,1995-10-11
946,Namibia,1995-10-11
941,United Arab Emirates,1995-10-11
936,Hong Kong,1995-10-11
898,Canada,1995-10-11
862,Zimbabwe,1995-10-11
860,East Africa,1995-10-11
705,Bangladesh,1995-10-11
1163,England,1995-11-11
1154,South Africa,1995-11-11
1153,Sri Lanka,1995-11-11
1121,India,1995-11-11
1105,Australia,1995-11-11
1047,West Indies,1995-11-11
1036,ICC World XI,1995-11-11
1030,Africa XI,1995-11-11
1026,New Zealand,1995-11-11
1018,Pakistan,1995-11-11
1012,Bermuda,1995-11-11
1011,Papua New Guinea,1995-11-11
1008,Afghanistan,1995-11-11
993,United States of America,1995-11-11
988,Ireland,1995-11-11
981,Scotland,1995-11-11
967,Kenya,1995-11-11
964,Asia XI,1995-11-11
962,Oman,1995-11-11
957,Netherlands,1995-11-11
957,Nepal,1995-11-11
945,Namibia,1995-11-11
940,United Arab Emirates,1995-11-11
935,Hong Kong,1995-11-11
898,Canada,1995-11-11
860,East Africa,1995-11-11
847,Zimbabwe,1995-11-11
704,Bangladesh,1995-11-11
1178,South Africa,1995-12-11
1163,Australia,1995-12-11
1155,England,1995-12-11
1132,India,1995-12-11
1091,Sri Lanka,1995-12-11
1036,ICC World XI,1995-12-11
1030,Africa XI,1995-12-11
1022,New Zealand,1995-12-11
1012,Bermuda,1995-12-11
1012,Papua New Guinea,1995-12-11
1008,Afghanistan,1995-12-11
997,Pakistan,1995-12-11
996,West Indies,1995-12-11
993,United States of America,1995-12-11
988,Ireland,1995-12-11
981,Scotland,1995-12-11
967,Kenya,1995-12-11
964,Asia XI,1995-12-11
962,Oman,1995-12-11
957,Netherlands,1995-12-11
957,Nepal,1995-12-11
945,Namibia,1995-12-11
940,United Arab Emirates,1995-12-11
935,Hong Kong,1995-12-11
898,Canada,1995-12-11
860,East Africa,1995-12-11
839,Zimbabwe,1995-12-11
704,Bangladesh,1995-12-11
1290,South Africa,1996-01-11
1144,India,1996-01-11
1131,Australia,1996-01-11
1078,West Indies,1996-01-11
1059,Sri Lanka,1996-01-11
1045,New Zealand,1996-01-11
1038,England,1996-01-11
1036,ICC World XI,1996-01-11
1030,Africa XI,1996-01-11
1012,Bermuda,1996-01-11
1012,Papua New Guinea,1996-01-11
1008,Afghanistan,1996-01-11
998,Pakistan,1996-01-11
993,United States of America,1996-01-11
988,Ireland,1996-01-11
981,Scotland,1996-01-11
967,Kenya,1996-01-11
964,Asia XI,1996-01-11
962,Oman,1996-01-11
957,Netherlands,1996-01-11
957,Nepal,1996-01-11
945,Namibia,1996-01-11
939,United Arab Emirates,1996-01-11
935,Hong Kong,1996-01-11
898,Canada,1996-01-11
860,East Africa,1996-01-11
844,Zimbabwe,1996-01-11
704,Bangladesh,1996-01-11
1344,South Africa,1996-02-11
1162,Sri Lanka,1996-02-11
1145,India,1996-02-11
1140,Australia,1996-02-11
1064,New Zealand,1996-02-11
1048,Pakistan,1996-02-11
1044,West Indies,1996-02-11
1036,ICC World XI,1996-02-11
1030,Africa XI,1996-02-11
1012,Bermuda,1996-02-11
1012,Papua New Guinea,1996-02-11
1008,Afghanistan,1996-02-11
1006,England,1996-02-11
993,United States of America,1996-02-11
988,Ireland,1996-02-11
981,Scotland,1996-02-11
964,Asia XI,1996-02-11
962,Oman,1996-02-11
957,Nepal,1996-02-11
945,Namibia,1996-02-11
935,Hong Kong,1996-02-11
918,Kenya,1996-02-11
898,Canada,1996-02-11
892,Zimbabwe,1996-02-11
890,United Arab Emirates,1996-02-11
884,Netherlands,1996-02-11
860,East Africa,1996-02-11
703,Bangladesh,1996-02-11
1305,South Africa,1996-03-11
1297,Sri Lanka,1996-03-11
1161,India,1996-03-11
1136,Australia,1996-03-11
1110,West Indies,1996-03-11
1092,Pakistan,1996-03-11
1036,ICC World XI,1996-03-11
1031,Africa XI,1996-03-11
1012,Bermuda,1996-03-11
1012,Papua New Guinea,1996-03-11
1008,Afghanistan,1996-03-11
1005,New Zealand,1996-03-11
993,United States of America,1996-03-11
988,Ireland,1996-03-11
981,Scotland,1996-03-11
965,England,1996-03-11
964,Asia XI,1996-03-11
961,Oman,1996-03-11
957,Nepal,1996-03-11
945,Namibia,1996-03-11
935,Hong Kong,1996-03-11
901,Zimbabwe,1996-03-11
898,Canada,1996-03-11
890,United Arab Emirates,1996-03-11
887,Kenya,1996-03-11
860,East Africa,1996-03-11
821,Netherlands,1996-03-11
703,Bangladesh,1996-03-11
1395,South Africa,1996-04-11
1242,Sri Lanka,1996-04-11
1136,Australia,1996-04-11
1114,Pakistan,1996-04-11
1111,India,1996-04-11
1065,West Indies,1996-04-11
1036,ICC World XI,1996-04-11
1031,Africa XI,1996-04-11
1020,New Zealand,1996-04-11
1012,Bermuda,1996-04-11
1012,Papua New Guinea,1996-04-11
1008,Afghanistan,1996-04-11
993,United States of America,1996-04-11
988,Ireland,1996-04-11
981,Scotland,1996-04-11
964,Asia XI,1996-04-11
961,Oman,1996-04-11
957,Nepal,1996-04-11
952,England,1996-04-11
944,Namibia,1996-04-11
934,Hong Kong,1996-04-11
898,Canada,1996-04-11
897,Zimbabwe,1996-04-11
890,United Arab Emirates,1996-04-11
887,Kenya,1996-04-11
860,East Africa,1996-04-11
821,Netherlands,1996-04-11
703,Bangladesh,1996-04-11
1411,South Africa,1996-05-11
1247,Sri Lanka,1996-05-11
1140,Australia,1996-05-11
1088,Pakistan,1996-05-11
1063,India,1996-05-11
1058,West Indies,1996-05-11
1036,ICC World XI,1996-05-11
1032,New Zealand,1996-05-11
1031,Africa XI,1996-05-11
1012,England,1996-05-11
1012,Bermuda,1996-05-11
1012,Papua New Guinea,1996-05-11
1008,Afghanistan,1996-05-11
993,United States of America,1996-05-11
988,Ireland,1996-05-11
980,Scotland,1996-05-11
964,Asia XI,1996-05-11
961,Oman,1996-05-11
956,Nepal,1996-05-11
944,Namibia,1996-05-11
934,Hong Kong,1996-05-11
898,Canada,1996-05-11
893,Zimbabwe,1996-05-11
890,United Arab Emirates,1996-05-11
886,Kenya,1996-05-11
860,East Africa,1996-05-11
821,Netherlands,1996-05-11
703,Bangladesh,1996-05-11
1414,South Africa,1996-06-11
1252,Sri Lanka,1996-06-11
1144,Australia,1996-06-11
1089,England,1996-06-11
1075,Pakistan,1996-06-11
1050,West Indies,1996-06-11
1044,New Zealand,1996-06-11
1037,ICC World XI,1996-06-11
1031,Africa XI,1996-06-11
1012,Bermuda,1996-06-11
1012,Papua New Guinea,1996-06-11
1008,Afghanistan,1996-06-11
998,India,1996-06-11
993,United States of America,1996-06-11
988,Ireland,1996-06-11
980,Scotland,1996-06-11
963,Asia XI,1996-06-11
961,Oman,1996-06-11
956,Nepal,1996-06-11
944,Namibia,1996-06-11
934,Hong Kong,1996-06-11
898,Canada,1996-06-11
889,Zimbabwe,1996-06-11
889,United Arab Emirates,1996-06-11
885,Kenya,1996-06-11
860,East Africa,1996-06-11
821,Netherlands,1996-06-11
702,Bangladesh,1996-06-11
1416,South Africa,1996-07-11
1256,Sri Lanka,1996-07-11
1148,Australia,1996-07-11
1106,England,1996-07-11
1063,Pakistan,1996-07-11
1056,New Zealand,1996-07-11
1042,West Indies,1996-07-11
1037,ICC World XI,1996-07-11
1031,Africa XI,1996-07-11
1012,Bermuda,1996-07-11
1012,Papua New Guinea,1996-07-11
1008,Afghanistan,1996-07-11
993,United States of America,1996-07-11
991,India,1996-07-11
988,Ireland,1996-07-11
980,Scotland,1996-07-11
963,Asia XI,1996-07-11
961,Oman,1996-07-11
956,Nepal,1996-07-11
944,Namibia,1996-07-11
934,Hong Kong,1996-07-11
899,Canada,1996-07-11
889,United Arab Emirates,1996-07-11
886,Zimbabwe,1996-07-11
884,Kenya,1996-07-11
860,East Africa,1996-07-11
821,Netherlands,1996-07-11
702,Bangladesh,1996-07-11
1419,South Africa,1996-08-11
1280,Sri Lanka,1996-08-11
1142,Australia,1996-08-11
1114,England,1996-08-11
1069,New Zealand,1996-08-11
1054,Pakistan,1996-08-11
1037,ICC World XI,1996-08-11
1034,West Indies,1996-08-11
1031,Africa XI,1996-08-11
1012,Bermuda,1996-08-11
1012,Papua New Guinea,1996-08-11
1008,Afghanistan,1996-08-11
993,United States of America,1996-08-11
992,India,1996-08-11
988,Ireland,1996-08-11
980,Scotland,1996-08-11
963,Asia XI,1996-08-11
961,Oman,1996-08-11
956,Nepal,1996-08-11
944,Namibia,1996-08-11
933,Hong Kong,1996-08-11
899,Canada,1996-08-11
889,United Arab Emirates,1996-08-11
883,Kenya,1996-08-11
867,Zimbabwe,1996-08-11
860,East Africa,1996-08-11
821,Netherlands,1996-08-11
702,Bangladesh,1996-08-11
1407,South Africa,1996-09-11
1335,Sri Lanka,1996-09-11
1117,Australia,1996-09-11
1097,Pakistan,1996-09-11
1081,New Zealand,1996-09-11
1074,England,1996-09-11
1037,ICC World XI,1996-09-11
1031,Africa XI,1996-09-11
1027,West Indies,1996-09-11
1012,Bermuda,1996-09-11
1012,Papua New Guinea,1996-09-11
1008,Afghanistan,1996-09-11
993,United States of America,1996-09-11
988,Ireland,1996-09-11
982,India,1996-09-11
980,Scotland,1996-09-11
963,Asia XI,1996-09-11
961,Oman,1996-09-11
956,Nepal,1996-09-11
943,Namibia,1996-09-11
933,Hong Kong,1996-09-11
899,Canada,1996-09-11
889,United Arab Emirates,1996-09-11
873,Kenya,1996-09-11
860,East Africa,1996-09-11
835,Zimbabwe,1996-09-11
821,Netherlands,1996-09-11
701,Bangladesh,1996-09-11
1407,South Africa,1996-10-11
1265,Sri Lanka,1996-10-11
1181,Pakistan,1996-10-11
1092,New Zealand,1996-10-11
1059,Australia,1996-10-11
1050,England,1996-10-11
1037,ICC World XI,1996-10-11
1031,Africa XI,1996-10-11
1019,West Indies,1996-10-11
1012,Bermuda,1996-10-11
1012,Papua New Guinea,1996-10-11
1008,Afghanistan,1996-10-11
1005,India,1996-10-11
992,United States of America,1996-10-11
988,Ireland,1996-10-11
980,Scotland,1996-10-11
963,Asia XI,1996-10-11
960,Oman,1996-10-11
956,Nepal,1996-10-11
943,Namibia,1996-10-11
933,Hong Kong,1996-10-11
899,Canada,1996-10-11
889,United Arab Emirates,1996-10-11
860,East Africa,1996-10-11
857,Kenya,1996-10-11
825,Zimbabwe,1996-10-11
821,Netherlands,1996-10-11
701,Bangladesh,1996-10-11
1313,South Africa,1996-11-11
1296,Pakistan,1996-11-11
1239,Sri Lanka,1996-11-11
1159,India,1996-11-11
1045,Australia,1996-11-11
1037,ICC World XI,1996-11-11
1031,Africa XI,1996-11-11
1026,England,1996-11-11
1012,Bermuda,1996-11-11
1012,Papua New Guinea,1996-11-11
1008,West Indies,1996-11-11
1008,Afghanistan,1996-11-11
1000,New Zealand,1996-11-11
992,United States of America,1996-11-11
988,Ireland,1996-11-11
980,Scotland,1996-11-11
963,Asia XI,1996-11-11
960,Oman,1996-11-11
956,Nepal,1996-11-11
943,Namibia,1996-11-11
933,Hong Kong,1996-11-11
899,Canada,1996-11-11
889,United Arab Emirates,1996-11-11
860,East Africa,1996-11-11
859,Kenya,1996-11-11
854,Zimbabwe,1996-11-11
821,Netherlands,1996-11-11
701,Bangladesh,1996-11-11
1286,South Africa,1996-12-11
1242,Sri Lanka,1996-12-11
1201,Pakistan,1996-12-11
1186,India,1996-12-11
1092,West Indies,1996-12-11
1043,New Zealand,1996-12-11
1041,Australia,1996-12-11
1037,ICC World XI,1996-12-11
1032,Africa XI,1996-12-11
1012,Bermuda,1996-12-11
1012,Papua New Guinea,1996-12-11
1008,Afghanistan,1996-12-11
992,United States of America,1996-12-11
988,Ireland,1996-12-11
980,Scotland,1996-12-11
963,Asia XI,1996-12-11
962,England,1996-12-11
960,Oman,1996-12-11
955,Nepal,1996-12-11
943,Namibia,1996-12-11
941,Zimbabwe,1996-12-11
932,Hong Kong,1996-12-11
899,Canada,1996-12-11
888,United Arab Emirates,1996-12-11
861,Kenya,1996-12-11
860,East Africa,1996-12-11
821,Netherlands,1996-12-11
700,Bangladesh,1996-12-11
1334,South Africa,1997-01-11
1247,Sri Lanka,1997-01-11
1189,Pakistan,1997-01-11
1111,India,1997-01-11
1099,West Indies,1997-01-11
1038,ICC World XI,1997-01-11
1032,Africa XI,1997-01-11
1025,Zimbabwe,1997-01-11
1018,Australia,1997-01-11
1013,New Zealand,1997-01-11
1012,Bermuda,1997-01-11
1012,Papua New Guinea,1997-01-11
1008,Afghanistan,1997-01-11
992,United States of America,1997-01-11
988,Ireland,1997-01-11
980,Scotland,1997-01-11
962,Asia XI,1997-01-11
960,Oman,1997-01-11
955,Nepal,1997-01-11
942,Namibia,1997-01-11
932,Hong Kong,1997-01-11
930,England,1997-01-11
899,Canada,1997-01-11
888,United Arab Emirates,1997-01-11
863,Kenya,1997-01-11
860,East Africa,1997-01-11
821,Netherlands,1997-01-11
700,Bangladesh,1997-01-11
1335,South Africa,1997-02-11
1253,Sri Lanka,1997-02-11
1185,Pakistan,1997-02-11
1087,West Indies,1997-02-11
1076,Zimbabwe,1997-02-11
1059,India,1997-02-11
1038,ICC World XI,1997-02-11
1032,Africa XI,1997-02-11
1021,Australia,1997-02-11
1012,Bermuda,1997-02-11
1012,Papua New Guinea,1997-02-11
1008,Afghanistan,1997-02-11
992,United States of America,1997-02-11
988,Ireland,1997-02-11
981,New Zealand,1997-02-11
980,Scotland,1997-02-11
974,England,1997-02-11
962,Asia XI,1997-02-11
960,Oman,1997-02-11
955,Nepal,1997-02-11
942,Namibia,1997-02-11
932,Hong Kong,1997-02-11
899,Canada,1997-02-11
888,United Arab Emirates,1997-02-11
865,Kenya,1997-02-11
860,East Africa,1997-02-11
821,Netherlands,1997-02-11
700,Bangladesh,1997-02-11
1301,South Africa,1997-03-11
1247,Sri Lanka,1997-03-11
1171,Pakistan,1997-03-11
1101,West Indies,1997-03-11
1061,Australia,1997-03-11
1059,Zimbabwe,1997-03-11
1038,ICC World XI,1997-03-11
1037,New Zealand,1997-03-11
1032,Africa XI,1997-03-11
1031,India,1997-03-11
1012,Bermuda,1997-03-11
1012,Papua New Guinea,1997-03-11
1008,Afghanistan,1997-03-11
992,United States of America,1997-03-11
988,Ireland,1997-03-11
980,Scotland,1997-03-11
962,Asia XI,1997-03-11
960,Oman,1997-03-11
956,England,1997-03-11
955,Nepal,1997-03-11
942,Namibia,1997-03-11
932,Hong Kong,1997-03-11
899,Canada,1997-03-11
888,United Arab Emirates,1997-03-11
867,Kenya,1997-03-11
860,East Africa,1997-03-11
821,Netherlands,1997-03-11
699,Bangladesh,1997-03-11
1239,Sri Lanka,1997-04-11
1179,South Africa,1997-04-11
1159,Australia,1997-04-11
1122,Pakistan,1997-04-11
1119,West Indies,1997-04-11
1108,New Zealand,1997-04-11
1055,Zimbabwe,1997-04-11
1038,ICC World XI,1997-04-11
1032,Africa XI,1997-04-11
1015,India,1997-04-11
1012,Bermuda,1997-04-11
1012,Papua New Guinea,1997-04-11
1008,Afghanistan,1997-04-11
992,United States of America,1997-04-11
988,England,1997-04-11
988,Ireland,1997-04-11
980,Scotland,1997-04-11
962,Asia XI,1997-04-11
960,Oman,1997-04-11
955,Nepal,1997-04-11
942,Namibia,1997-04-11
931,Hong Kong,1997-04-11
899,Canada,1997-04-11
888,United Arab Emirates,1997-04-11
869,Kenya,1997-04-11
860,East Africa,1997-04-11
821,Netherlands,1997-04-11
699,Bangladesh,1997-04-11
1266,Sri Lanka,1997-05-11
1191,West Indies,1997-05-11
1188,South Africa,1997-05-11
1147,Pakistan,1997-05-11
1074,England,1997-05-11
1046,Australia,1997-05-11
1046,Zimbabwe,1997-05-11
1042,New Zealand,1997-05-11
1038,ICC World XI,1997-05-11
1032,Africa XI,1997-05-11
1012,Bermuda,1997-05-11
1012,Papua New Guinea,1997-05-11
1008,Afghanistan,1997-05-11
1003,India,1997-05-11
992,United States of America,1997-05-11
988,Ireland,1997-05-11
980,Scotland,1997-05-11
962,Asia XI,1997-05-11
960,Oman,1997-05-11
955,Nepal,1997-05-11
942,Namibia,1997-05-11
931,Hong Kong,1997-05-11
899,Canada,1997-05-11
888,United Arab Emirates,1997-05-11
871,Kenya,1997-05-11
860,East Africa,1997-05-11
821,Netherlands,1997-05-11
699,Bangladesh,1997-05-11
1271,Sri Lanka,1997-06-11
1211,West Indies,1997-06-11
1194,South Africa,1997-06-11
1128,England,1997-06-11
1104,Pakistan,1997-06-11
1046,New Zealand,1997-06-11
1038,ICC World XI,1997-06-11
1036,Zimbabwe,1997-06-11
1032,Africa XI,1997-06-11
1012,Bermuda,1997-06-11
1012,Papua New Guinea,1997-06-11
1008,Afghanistan,1997-06-11
993,Australia,1997-06-11
992,United States of America,1997-06-11
988,Ireland,1997-06-11
983,India,1997-06-11
980,Scotland,1997-06-11
962,Asia XI,1997-06-11
959,Oman,1997-06-11
954,Nepal,1997-06-11
942,Namibia,1997-06-11
931,Hong Kong,1997-06-11
899,Canada,1997-06-11
887,United Arab Emirates,1997-06-11
874,Kenya,1997-06-11
860,East Africa,1997-06-11
821,Netherlands,1997-06-11
698,Bangladesh,1997-06-11
1307,Sri Lanka,1997-07-11
1202,West Indies,1997-07-11
1200,South Africa,1997-07-11
1134,England,1997-07-11
1133,Pakistan,1997-07-11
1058,New Zealand,1997-07-11
1038,ICC World XI,1997-07-11
1032,Africa XI,1997-07-11
1027,Zimbabwe,1997-07-11
1012,Bermuda,1997-07-11
1012,Papua New Guinea,1997-07-11
1008,Afghanistan,1997-07-11
992,Australia,1997-07-11
992,United States of America,1997-07-11
988,Ireland,1997-07-11
980,Scotland,1997-07-11
962,Asia XI,1997-07-11
959,Oman,1997-07-11
954,Nepal,1997-07-11
944,India,1997-07-11
941,Namibia,1997-07-11
931,Hong Kong,1997-07-11
899,Canada,1997-07-11
887,United Arab Emirates,1997-07-11
876,Kenya,1997-07-11
860,East Africa,1997-07-11
821,Netherlands,1997-07-11
682,Bangladesh,1997-07-11
1284,Sri Lanka,1997-08-11
1206,South Africa,1997-08-11
1193,West Indies,1997-08-11
1140,England,1997-08-11
1111,Pakistan,1997-08-11
1070,New Zealand,1997-08-11
1038,ICC World XI,1997-08-11
1032,Africa XI,1997-08-11
1017,Zimbabwe,1997-08-11
1013,Bermuda,1997-08-11
1012,Papua New Guinea,1997-08-11
1008,Afghanistan,1997-08-11
992,United States of America,1997-08-11
990,Australia,1997-08-11
987,Ireland,1997-08-11
980,India,1997-08-11
979,Scotland,1997-08-11
962,Asia XI,1997-08-11
959,Oman,1997-08-11
954,Nepal,1997-08-11
941,Namibia,1997-08-11
931,Hong Kong,1997-08-11
899,Canada,1997-08-11
887,United Arab Emirates,1997-08-11
878,Kenya,1997-08-11
860,East Africa,1997-08-11
821,Netherlands,1997-08-11
663,Bangladesh,1997-08-11
1280,Sri Lanka,1997-09-11
1212,South Africa,1997-09-11
1184,West Indies,1997-09-11
1145,England,1997-09-11
1083,Pakistan,1997-09-11
1078,New Zealand,1997-09-11
1060,India,1997-09-11
1039,ICC World XI,1997-09-11
1033,Africa XI,1997-09-11
1014,Zimbabwe,1997-09-11
1013,Bermuda,1997-09-11
1012,Papua New Guinea,1997-09-11
1008,Afghanistan,1997-09-11
992,United States of America,1997-09-11
989,Australia,1997-09-11
987,Ireland,1997-09-11
979,Scotland,1997-09-11
961,Asia XI,1997-09-11
959,Oman,1997-09-11
954,Nepal,1997-09-11
941,Namibia,1997-09-11
930,Hong Kong,1997-09-11
899,Canada,1997-09-11
887,United Arab Emirates,1997-09-11
880,Kenya,1997-09-11
860,East Africa,1997-09-11
821,Netherlands,1997-09-11
653,Bangladesh,1997-09-11
1292,Sri Lanka,1997-10-11
1242,South Africa,1997-10-11
1154,West Indies,1997-10-11
1151,England,1997-10-11
1108,New Zealand,1997-10-11
1103,Zimbabwe,1997-10-11
1089,Pakistan,1997-10-11
1039,ICC World XI,1997-10-11
1033,Africa XI,1997-10-11
1021,India,1997-10-11
1013,Bermuda,1997-10-11
1012,Papua New Guinea,1997-10-11
1008,Afghanistan,1997-10-11
992,United States of America,1997-10-11
987,Australia,1997-10-11
987,Ireland,1997-10-11
979,Scotland,1997-10-11
961,Asia XI,1997-10-11
959,Oman,1997-10-11
954,Nepal,1997-10-11
941,Namibia,1997-10-11
930,Hong Kong,1997-10-11
899,Canada,1997-10-11
887,United Arab Emirates,1997-10-11
860,East Africa,1997-10-11
820,Netherlands,1997-10-11
819,Kenya,1997-10-11
611,Bangladesh,1997-10-11
1358,South Africa,1997-11-11
1194,Sri Lanka,1997-11-11
1157,England,1997-11-11
1139,New Zealand,1997-11-11
1105,Zimbabwe,1997-11-11
1103,West Indies,1997-11-11
1071,Pakistan,1997-11-11
1039,ICC World XI,1997-11-11
1033,Africa XI,1997-11-11
1013,Bermuda,1997-11-11
1012,Papua New Guinea,1997-11-11
1008,Afghanistan,1997-11-11
1004,India,1997-11-11
996,Australia,1997-11-11
992,United States of America,1997-11-11
987,Ireland,1997-11-11
979,Scotland,1997-11-11
961,Asia XI,1997-11-11
959,Oman,1997-11-11
954,Nepal,1997-11-11
940,Namibia,1997-11-11
930,Hong Kong,1997-11-11
899,Canada,1997-11-11
887,United Arab Emirates,1997-11-11
860,East Africa,1997-11-11
820,Netherlands,1997-11-11
797,Kenya,1997-11-11
604,Bangladesh,1997-11-11
1340,South Africa,1997-12-11
1261,England,1997-12-11
1180,Sri Lanka,1997-12-11
1092,Zimbabwe,1997-12-11
1085,West Indies,1997-12-11
1081,Australia,1997-12-11
1039,ICC World XI,1997-12-11
1033,Africa XI,1997-12-11
1032,Pakistan,1997-12-11
1016,New Zealand,1997-12-11
1013,Bermuda,1997-12-11
1013,Papua New Guinea,1997-12-11
1008,Afghanistan,1997-12-11
992,United States of America,1997-12-11
987,Ireland,1997-12-11
979,Scotland,1997-12-11
962,India,1997-12-11
961,Asia XI,1997-12-11
959,Oman,1997-12-11
954,Nepal,1997-12-11
940,Namibia,1997-12-11
930,Hong Kong,1997-12-11
899,Canada,1997-12-11
887,United Arab Emirates,1997-12-11
860,East Africa,1997-12-11
820,Netherlands,1997-12-11
786,Kenya,1997-12-11
600,Bangladesh,1997-12-11
1309,South Africa,1998-01-11
1281,England,1998-01-11
1259,Sri Lanka,1998-01-11
1137,Australia,1998-01-11
1072,West Indies,1998-01-11
1059,India,1998-01-11
1039,ICC World XI,1998-01-11
1033,Africa XI,1998-01-11
1032,Zimbabwe,1998-01-11
1030,New Zealand,1998-01-11
1013,Bermuda,1998-01-11
1013,Papua New Guinea,1998-01-11
1008,Afghanistan,1998-01-11
992,United States of America,1998-01-11
987,Ireland,1998-01-11
979,Pakistan,1998-01-11
979,Scotland,1998-01-11
961,Asia XI,1998-01-11
958,Oman,1998-01-11
953,Nepal,1998-01-11
940,Namibia,1998-01-11
929,Hong Kong,1998-01-11
899,Canada,1998-01-11
886,United Arab Emirates,1998-01-11
860,East Africa,1998-01-11
820,Netherlands,1998-01-11
774,Kenya,1998-01-11
590,Bangladesh,1998-01-11
1289,England,1998-02-11
1264,Sri Lanka,1998-02-11
1245,South Africa,1998-02-11
1139,New Zealand,1998-02-11
1109,Australia,1998-02-11
1088,India,1998-02-11
1064,West Indies,1998-02-11
1039,ICC World XI,1998-02-11
1033,Africa XI,1998-02-11
1013,Bermuda,1998-02-11
1013,Papua New Guinea,1998-02-11
1008,Afghanistan,1998-02-11
995,Pakistan,1998-02-11
992,United States of America,1998-02-11
987,Ireland,1998-02-11
982,Zimbabwe,1998-02-11
979,Scotland,1998-02-11
961,Asia XI,1998-02-11
958,Oman,1998-02-11
953,Nepal,1998-02-11
940,Namibia,1998-02-11
929,Hong Kong,1998-02-11
899,Canada,1998-02-11
886,United Arab Emirates,1998-02-11
860,East Africa,1998-02-11
820,Netherlands,1998-02-11
762,Kenya,1998-02-11
589,Bangladesh,1998-02-11
1267,South Africa,1998-03-11
1244,England,1998-03-11
1231,Sri Lanka,1998-03-11
1142,New Zealand,1998-03-11
1119,India,1998-03-11
1109,West Indies,1998-03-11
1069,Australia,1998-03-11
1039,ICC World XI,1998-03-11
1033,Pakistan,1998-03-11
1033,Africa XI,1998-03-11
1013,Bermuda,1998-03-11
1013,Papua New Guinea,1998-03-11
1008,Afghanistan,1998-03-11
992,United States of America,1998-03-11
987,Ireland,1998-03-11
979,Scotland,1998-03-11
961,Asia XI,1998-03-11
958,Oman,1998-03-11
953,Nepal,1998-03-11
940,Namibia,1998-03-11
929,Hong Kong,1998-03-11
899,Canada,1998-03-11
892,Zimbabwe,1998-03-11
886,United Arab Emirates,1998-03-11
860,East Africa,1998-03-11
820,Netherlands,1998-03-11
752,Kenya,1998-03-11
588,Bangladesh,1998-03-11
1334,South Africa,1998-04-11
1276,West Indies,1998-04-11
1191,Australia,1998-04-11
1175,Sri Lanka,1998-04-11
1122,India,1998-04-11
1088,New Zealand,1998-04-11
1073,England,1998-04-11
1056,Pakistan,1998-04-11
1039,ICC World XI,1998-04-11
1033,Africa XI,1998-04-11
1013,Bermuda,1998-04-11
1013,Papua New Guinea,1998-04-11
1008,Afghanistan,1998-04-11
992,United States of America,1998-04-11
987,Ireland,1998-04-11
979,Scotland,1998-04-11
961,Asia XI,1998-04-11
958,Oman,1998-04-11
953,Nepal,1998-04-11
940,Namibia,1998-04-11
929,Hong Kong,1998-04-11
899,Canada,1998-04-11
886,United Arab Emirates,1998-04-11
860,East Africa,1998-04-11
820,Netherlands,1998-04-11
793,Zimbabwe,1998-04-11
