m_ratings,teams,date
1002,Uganda,2006-12-15
1002,Jersey,2006-12-15
1002,Malaysia,2006-12-15
1002,Singapore,2006-12-15
1002,Luxembourg,2006-12-15
1002,Argentina,2006-12-15
1002,Peru,2006-12-15
1002,Bulgaria,2006-12-15
1002,Greece,2006-12-15
1001,United States of America,2006-12-15
1000,Czech Republic,2006-12-15
1000,Brazil,2006-12-15
999,World-XI,2006-12-15
999,Norway,2006-12-15
999,Denmark,2006-12-15
998,Saudi Arabia,2006-12-15
998,Maldives,2006-12-15
998,Malta,2006-12-15
998,Mexico,2006-12-15
998,Costa Rica,2006-12-15
998,Ghana,2006-12-15
998,Botswana,2006-12-15
998,Guernsey,2006-12-15
998,Thailand,2006-12-15
998,Austria,2006-12-15
998,Chile,2006-12-15
998,Serbia,2006-12-15
998,Portugal,2006-12-15
998,Bhutan,2006-12-15
998,Iran,2006-12-15
997,Hong Kong,2006-12-15
997,Oman,2006-12-15
997,Vanuatu,2006-12-15
997,Philippines,2006-12-15
997,Nigeria,2006-12-15
997,Samoa,2006-12-15
997,Mozambique,2006-12-15
996,United Arab Emirates,2006-12-15
996,Belgium,2006-12-15
996,Finland,2006-12-15
996,Cayman Islands,2006-12-15
996,Turkey,2006-12-15
996,Gibraltar,2006-12-15
994,Pakistan,2006-12-15
994,Netherlands,2006-12-15
991,Afghanistan,2006-12-15
984,Scotland,2006-12-15
981,Kenya,2006-12-15
978,South Africa,2006-12-15
977,Bermuda,2006-12-15
957,Zimbabwe,2006-12-15
873,England,2006-12-15
NA,ICC World XI,2006-12-15
NA,Panama,2006-12-15
NA,Isle of Man,2006-12-15
1060,Bangladesh,2007-01-15
1037,India,2007-01-15
1032,Australia,2007-01-15
1030,New Zealand,2007-01-15
1029,Sri Lanka,2007-01-15
1019,West Indies,2007-01-15
1016,Ireland,2007-01-15
1016,Canada,2007-01-15
1008,South Africa,2007-01-15
1005,Italy,2007-01-15
1004,Nepal,2007-01-15
1004,Germany,2007-01-15
1004,Romania,2007-01-15
1004,Malawi,2007-01-15
1003,Papua New Guinea,2007-01-15
1003,Singapore,2007-01-15
1003,Peru,2007-01-15
1002,Bahrain,2007-01-15
1002,Kuwait,2007-01-15
1002,Qatar,2007-01-15
1002,Spain,2007-01-15
1002,Belize,2007-01-15
1002,Namibia,2007-01-15
1002,Uganda,2007-01-15
1002,Jersey,2007-01-15
1002,Malaysia,2007-01-15
1002,Luxembourg,2007-01-15
1002,Argentina,2007-01-15
1002,Bulgaria,2007-01-15
1002,Greece,2007-01-15
1001,United States of America,2007-01-15
1000,Brazil,2007-01-15
999,World-XI,2007-01-15
999,Czech Republic,2007-01-15
998,Saudi Arabia,2007-01-15
998,Maldives,2007-01-15
998,Malta,2007-01-15
998,Mexico,2007-01-15
998,Costa Rica,2007-01-15
998,Ghana,2007-01-15
998,Botswana,2007-01-15
998,Guernsey,2007-01-15
998,Norway,2007-01-15
998,Denmark,2007-01-15
998,Thailand,2007-01-15
998,Austria,2007-01-15
998,Chile,2007-01-15
998,Serbia,2007-01-15
998,Portugal,2007-01-15
997,Oman,2007-01-15
997,Vanuatu,2007-01-15
997,Nigeria,2007-01-15
997,Samoa,2007-01-15
997,Bhutan,2007-01-15
997,Iran,2007-01-15
996,Hong Kong,2007-01-15
996,United Arab Emirates,2007-01-15
996,Philippines,2007-01-15
996,Belgium,2007-01-15
996,Finland,2007-01-15
996,Cayman Islands,2007-01-15
996,Turkey,2007-01-15
996,Gibraltar,2007-01-15
996,Mozambique,2007-01-15
993,Netherlands,2007-01-15
990,Afghanistan,2007-01-15
983,Pakistan,2007-01-15
981,Scotland,2007-01-15
978,Kenya,2007-01-15
974,Bermuda,2007-01-15
963,Zimbabwe,2007-01-15
866,England,2007-01-15
NA,ICC World XI,2007-01-15
NA,Panama,2007-01-15
NA,Isle of Man,2007-01-15
1065,Bangladesh,2007-02-15
1034,New Zealand,2007-02-15
1033,Sri Lanka,2007-02-15
1030,India,2007-02-15
1024,Australia,2007-02-15
1022,West Indies,2007-02-15
1018,South Africa,2007-02-15
1018,Ireland,2007-02-15
1018,Canada,2007-02-15
1006,Italy,2007-02-15
1005,Nepal,2007-02-15
1005,Germany,2007-02-15
1005,Romania,2007-02-15
1005,Malawi,2007-02-15
1003,Papua New Guinea,2007-02-15
1003,Bahrain,2007-02-15
1003,Kuwait,2007-02-15
1003,Spain,2007-02-15
1003,Belize,2007-02-15
1003,Namibia,2007-02-15
1003,Uganda,2007-02-15
1003,Jersey,2007-02-15
1003,Malaysia,2007-02-15
1003,Singapore,2007-02-15
1003,Peru,2007-02-15
1003,Bulgaria,2007-02-15
1002,Qatar,2007-02-15
1002,United States of America,2007-02-15
1002,Luxembourg,2007-02-15
1002,Argentina,2007-02-15
1002,Greece,2007-02-15
1000,Brazil,2007-02-15
999,World-XI,2007-02-15
999,Czech Republic,2007-02-15
998,Norway,2007-02-15
998,Denmark,2007-02-15
998,Austria,2007-02-15
998,Portugal,2007-02-15
997,Oman,2007-02-15
997,Saudi Arabia,2007-02-15
997,Maldives,2007-02-15
997,Malta,2007-02-15
997,Mexico,2007-02-15
997,Costa Rica,2007-02-15
997,Ghana,2007-02-15
997,Botswana,2007-02-15
997,Guernsey,2007-02-15
997,Thailand,2007-02-15
997,Samoa,2007-02-15
997,Chile,2007-02-15
997,Serbia,2007-02-15
997,Bhutan,2007-02-15
997,Iran,2007-02-15
996,Vanuatu,2007-02-15
996,Philippines,2007-02-15
996,Nigeria,2007-02-15
995,Hong Kong,2007-02-15
995,United Arab Emirates,2007-02-15
995,Belgium,2007-02-15
995,Finland,2007-02-15
995,Cayman Islands,2007-02-15
995,Turkey,2007-02-15
995,Gibraltar,2007-02-15
995,Mozambique,2007-02-15
992,Netherlands,2007-02-15
989,Pakistan,2007-02-15
988,Afghanistan,2007-02-15
978,Scotland,2007-02-15
975,Kenya,2007-02-15
970,Zimbabwe,2007-02-15
970,Bermuda,2007-02-15
860,England,2007-02-15
NA,ICC World XI,2007-02-15
NA,Panama,2007-02-15
NA,Isle of Man,2007-02-15
1069,Bangladesh,2007-03-15
1038,New Zealand,2007-03-15
1036,Sri Lanka,2007-03-15
1024,India,2007-03-15
1024,South Africa,2007-03-15
1024,West Indies,2007-03-15
1020,Ireland,2007-03-15
1020,Canada,2007-03-15
1017,Australia,2007-03-15
1007,Italy,2007-03-15
1006,Romania,2007-03-15
1005,Nepal,2007-03-15
1005,Germany,2007-03-15
1005,Malawi,2007-03-15
1003,Papua New Guinea,2007-03-15
1003,Bahrain,2007-03-15
1003,Kuwait,2007-03-15
1003,Qatar,2007-03-15
1003,Spain,2007-03-15
1003,Belize,2007-03-15
1003,Namibia,2007-03-15
1003,Uganda,2007-03-15
1003,Jersey,2007-03-15
1003,Malaysia,2007-03-15
1003,Singapore,2007-03-15
1003,Luxembourg,2007-03-15
1003,Argentina,2007-03-15
1003,Peru,2007-03-15
1003,Bulgaria,2007-03-15
1003,Greece,2007-03-15
1002,United States of America,2007-03-15
1000,Brazil,2007-03-15
999,World-XI,2007-03-15
999,Czech Republic,2007-03-15
998,Norway,2007-03-15
998,Denmark,2007-03-15
997,Pakistan,2007-03-15
997,Saudi Arabia,2007-03-15
997,Maldives,2007-03-15
997,Malta,2007-03-15
997,Mexico,2007-03-15
997,Costa Rica,2007-03-15
997,Ghana,2007-03-15
997,Botswana,2007-03-15
997,Guernsey,2007-03-15
997,Thailand,2007-03-15
997,Austria,2007-03-15
997,Chile,2007-03-15
997,Serbia,2007-03-15
997,Portugal,2007-03-15
997,Bhutan,2007-03-15
997,Iran,2007-03-15
996,Oman,2007-03-15
996,Vanuatu,2007-03-15
996,Nigeria,2007-03-15
996,Samoa,2007-03-15
995,Hong Kong,2007-03-15
995,United Arab Emirates,2007-03-15
995,Philippines,2007-03-15
995,Belgium,2007-03-15
995,Finland,2007-03-15
995,Cayman Islands,2007-03-15
995,Gibraltar,2007-03-15
995,Mozambique,2007-03-15
994,Turkey,2007-03-15
991,Netherlands,2007-03-15
987,Afghanistan,2007-03-15
976,Zimbabwe,2007-03-15
976,Scotland,2007-03-15
972,Kenya,2007-03-15
967,Bermuda,2007-03-15
855,England,2007-03-15
NA,ICC World XI,2007-03-15
NA,Panama,2007-03-15
NA,Isle of Man,2007-03-15
1074,Bangladesh,2007-04-15
1042,New Zealand,2007-04-15
1040,Sri Lanka,2007-04-15
1029,South Africa,2007-04-15
1027,West Indies,2007-04-15
1022,Ireland,2007-04-15
1022,Canada,2007-04-15
1018,India,2007-04-15
1009,Australia,2007-04-15
1008,Italy,2007-04-15
1007,Pakistan,2007-04-15
1006,Nepal,2007-04-15
1006,Germany,2007-04-15
1006,Romania,2007-04-15
1006,Malawi,2007-04-15
1004,Papua New Guinea,2007-04-15
1004,Singapore,2007-04-15
1004,Peru,2007-04-15
1003,Bahrain,2007-04-15
1003,Kuwait,2007-04-15
1003,Qatar,2007-04-15
1003,Spain,2007-04-15
1003,Belize,2007-04-15
1003,Namibia,2007-04-15
1003,Uganda,2007-04-15
1003,Jersey,2007-04-15
1003,Malaysia,2007-04-15
1003,Luxembourg,2007-04-15
1003,Argentina,2007-04-15
1003,Bulgaria,2007-04-15
1003,Greece,2007-04-15
1002,United States of America,2007-04-15
1000,Brazil,2007-04-15
999,World-XI,2007-04-15
999,Czech Republic,2007-04-15
998,Norway,2007-04-15
998,Denmark,2007-04-15
997,Saudi Arabia,2007-04-15
997,Maldives,2007-04-15
997,Malta,2007-04-15
997,Mexico,2007-04-15
997,Costa Rica,2007-04-15
997,Ghana,2007-04-15
997,Botswana,2007-04-15
997,Guernsey,2007-04-15
997,Thailand,2007-04-15
997,Austria,2007-04-15
997,Chile,2007-04-15
997,Serbia,2007-04-15
997,Portugal,2007-04-15
996,Oman,2007-04-15
996,Samoa,2007-04-15
996,Bhutan,2007-04-15
996,Iran,2007-04-15
995,Vanuatu,2007-04-15
995,Philippines,2007-04-15
995,Nigeria,2007-04-15
994,Hong Kong,2007-04-15
994,United Arab Emirates,2007-04-15
994,Belgium,2007-04-15
994,Finland,2007-04-15
994,Cayman Islands,2007-04-15
994,Turkey,2007-04-15
